Sample 154:		No. iterations:		8.		Error = 0.000638248
Sample 155:		No. iterations:		6.		Error = 0.000776107
Sample 156:		No. iterations:		6.		Error = 0.000244969
Sample 157:		No. iterations:		1.		Error = 0.000605296
Sample 158:		No. iterations:		6.		Error = 0.000713021
Sample 159:		No. iterations:		15.		Error = 0.000577465
Sample 160:		No. iterations:		20.		Error = 0.000959989
Sample 161:		No. iterations:		37.		Error = 0.000363617
Sample 162:		No. iterations:		17.		Error = 0.00087049
Sample 163:		No. iterations:		15.		Error = 0.000192714
Sample 164:		No. iterations:		5.		Error = 0.000661682
Sample 165:		No. iterations:		11.		Error = 0.000909936
Sample 166:		No. iterations:		5.		Error = 0.000152916
Sample 167:		No. iterations:		5.		Error = 0.000971328
Sample 168:		No. iterations:		11.		Error = 0.000946232
Sample 169:		No. iterations:		28.		Error = 0.000610796
Sample 170:		No. iterations:		10.		Error = 0.000373989
Sample 171:		No. iterations:		8.		Error = 0.000886579
Sample 172:		No. iterations:		8.		Error = 0.000602475
Sample 173:		No. iterations:		6.		Error = 0.000895891
Sample 174:		No. iterations:		9.		Error = 0.000713157
Sample 175:		No. iterations:		20.		Error = 0.000922718
Sample 176:		No. iterations:		5.		Error = 0.00067988
Sample 177:		No. iterations:		1.		Error = 0.000594262
Sample 178:		No. iterations:		5.		Error = 0.000503712
Sample 179:		No. iterations:		8.		Error = 0.000918916
Sample 180:		No. iterations:		5.		Error = 0.000557257
Sample 181:		No. iterations:		85.		Error = 0.000361787
Sample 182:		No. iterations:		9.		Error = 0.000841731
Sample 183:		No. iterations:		18.		Error = 0.000121833
Sample 184:		No. iterations:		1.		Error = 0.000559731
Sample 185:		No. iterations:		27.		Error = 0.000409246
Sample 186:		No. iterations:		5.		Error = 0.00068103
Sample 187:		No. iterations:		5.		Error = 0.000203105
Sample 188:		No. iterations:		14.		Error = 0.000979562
Sample 189:		No. iterations:		34.		Error = 0.000403159
Sample 190:		No. iterations:		6.		Error = 0.000679139
Sample 191:		No. iterations:		5.		Error = 0.000903499
Sample 192:		No. iterations:		19.		Error = 0.000965002
Sample 193:		No. iterations:		7.		Error = 0.0005652
Sample 194:		No. iterations:		20.		Error = 0.000961564
Sample 195:		No. iterations:		15.		Error = 0.000292691
Sample 196:		No. iterations:		6.		Error = 0.000648434
Sample 197:		No. iterations:		10.		Error = 0.000644747
Sample 198:		No. iterations:		10.		Error = 0.000722069
Sample 199:		No. iterations:		194.		Error = 0.000602056
Sample 200:		No. iterations:		31.		Error = 0.000984466
Sample 201:		No. iterations:		7.		Error = 0.000951777
Sample 202:		No. iterations:		7.		Error = 0.00097384
Sample 203:		No. iterations:		30.		Error = 0.000999564
Sample 204:		No. iterations:		25.		Error = 0.000948647
Sample 205:		No. iterations:		8.		Error = 0.000853253
Sample 206:		No. iterations:		10.		Error = 0.000934865
Sample 207:		No. iterations:		10.		Error = 0.000990309
Sample 208:		No. iterations:		7.		Error = 0.000919413
Sample 209:		No. iterations:		4.		Error = 0.000708269
Sample 210:		No. iterations:		12.		Error = 0.000902049
Sample 211:		No. iterations:		11.		Error = 0.00097303
Sample 212:		No. iterations:		1.		Error = 5.27822e-05
Sample 213:		No. iterations:		7.		Error = 0.000876171
Sample 214:		No. iterations:		23.		Error = 0.000954808
Sample 215:		No. iterations:		9.		Error = 0.000973831
Sample 216:		No. iterations:		6.		Error = 0.000603841
Sample 217:		No. iterations:		8.		Error = 0.00094988
Sample 218:		No. iterations:		17.		Error = 0.000954523
Sample 219:		No. iterations:		14.		Error = 0.000969
Sample 220:		No. iterations:		14.		Error = 0.000410146
Sample 221:		No. iterations:		178.		Error = 0.000628084
Sample 222:		No. iterations:		15.		Error = 0.000470614
Sample 223:		No. iterations:		12.		Error = 0.000953005
Sample 224:		No. iterations:		13.		Error = 0.000848017
Sample 225:		No. iterations:		35.		Error = 0.000971868
Sample 226:		No. iterations:		30.		Error = 0.000660416
Sample 227:		No. iterations:		9.		Error = 0.000800838
Sample 228:		No. iterations:		15.		Error = 0.000945264
Sample 229:		No. iterations:		38.		Error = 0.00070286
Sample 230:		No. iterations:		18.		Error = 0.000963071
Sample 231:		No. iterations:		14.		Error = 0.000383075
Sample 232:		No. iterations:		4.		Error = 0.000843715
Sample 233:		No. iterations:		47.		Error = 0.000511523
Sample 234:		No. iterations:		10.		Error = 0.00088246
Sample 235:		No. iterations:		5.		Error = 0.000396401
Sample 236:		No. iterations:		6.		Error = 0.00063578
Sample 237:		No. iterations:		83.		Error = 0.000297759
Sample 238:		No. iterations:		10.		Error = 0.000976711
Sample 239:		No. iterations:		400.		Error = 0.000733017
Sample 240:		No. iterations:		1.		Error = 7.80367e-05
Sample 241:		No. iterations:		21.		Error = 0.000839384
Sample 242:		No. iterations:		11.		Error = 0.000666838
Sample 243:		No. iterations:		14.		Error = 0.000899912
Sample 244:		No. iterations:		1.		Error = 0.000601866
Sample 245:		No. iterations:		19.		Error = 0.000933938
Sample 246:		No. iterations:		54.		Error = 0.000265917
Sample 247:		No. iterations:		14.		Error = 0.00098916
Sample 248:		No. iterations:		32.		Error = 0.000599281
Sample 249:		No. iterations:		6.		Error = 0.000934946
Sample 250:		No. iterations:		10.		Error = 0.000974281
Sample 251:		No. iterations:		512.		Error = 0.500012
Sample 252:		No. iterations:		7.		Error = 0.00098384
Sample 253:		No. iterations:		5.		Error = 0.000403045
Sample 254:		No. iterations:		12.		Error = 0.000938428
Sample 255:		No. iterations:		512.		Error = 0.500009
Sample 256:		No. iterations:		12.		Error = 0.000574887
Sample 257:		No. iterations:		512.		Error = 0.500003
Sample 258:		No. iterations:		5.		Error = 0.000542098
Sample 259:		No. iterations:		5.		Error = 0.000950881
Sample 260:		No. iterations:		5.		Error = 0.000368468
Sample 261:		No. iterations:		5.		Error = 0.000740769
Sample 262:		No. iterations:		83.		Error = 0.000357515
Sample 263:		No. iterations:		153.		Error = 0.000618497
Sample 264:		No. iterations:		11.		Error = 0.000899799
Sample 265:		No. iterations:		32.		Error = 0.000963659
Sample 266:		No. iterations:		25.		Error = 0.000362263
Sample 267:		No. iterations:		234.		Error = 0.000939711
Sample 268:		No. iterations:		12.		Error = 0.000829371
Sample 269:		No. iterations:		11.		Error = 0.000859112
Sample 270:		No. iterations:		15.		Error = 0.000898201
Sample 271:		No. iterations:		1.		Error = 0.00025377
Sample 272:		No. iterations:		17.		Error = 0.000993476
Sample 273:		No. iterations:		6.		Error = 0.000820057
Sample 274:		No. iterations:		4.		Error = 0.000442354
Sample 275:		No. iterations:		18.		Error = 0.000860484
Sample 276:		No. iterations:		8.		Error = 9.43653e-05
Sample 277:		No. iterations:		1.		Error = 0.000176857
Sample 278:		No. iterations:		13.		Error = 0.000748466
Sample 279:		No. iterations:		22.		Error = 0.000258766
Sample 280:		No. iterations:		13.		Error = 0.000253374
Sample 281:		No. iterations:		7.		Error = 0.000200845
Sample 282:		No. iterations:		8.		Error = 0.000949356
Sample 283:		No. iterations:		5.		Error = 0.000175114
Sample 284:		No. iterations:		6.		Error = 0.000751175
Sample 285:		No. iterations:		9.		Error = 0.000284825
Sample 286:		No. iterations:		15.		Error = 0.000883753
Sample 287:		No. iterations:		35.		Error = 0.000355421
Sample 288:		No. iterations:		22.		Error = 0.000309561
Sample 289:		No. iterations:		8.		Error = 0.000423714
Sample 290:		No. iterations:		9.		Error = 0.000832577
Sample 291:		No. iterations:		1.		Error = 1.38416e-06
Sample 292:		No. iterations:		8.		Error = 0.00051904
Sample 293:		No. iterations:		149.		Error = 0.000110276
Sample 294:		No. iterations:		4.		Error = 0.000700708
Sample 295:		No. iterations:		1.		Error = 0.000437353
Sample 296:		No. iterations:		5.		Error = 0.000482377
Sample 297:		No. iterations:		8.		Error = 0.000954287
Sample 298:		No. iterations:		1.		Error = 0.000122361
Sample 299:		No. iterations:		8.		Error = 0.000914651
Sample 300:		No. iterations:		26.		Error = 0.000303083
Sample 301:		No. iterations:		5.		Error = 0.000431459
Sample 302:		No. iterations:		8.		Error = 0.000964826
Sample 303:		No. iterations:		1.		Error = 3.55833e-05
Sample 304:		No. iterations:		7.		Error = 0.000734357
Sample 305:		No. iterations:		10.		Error = 0.000910732
Sample 306:		No. iterations:		8.		Error = 0.000927694
Sample 307:		No. iterations:		7.		Error = 0.000133841
Sample 308:		No. iterations:		8.		Error = 0.000986746
Sample 309:		No. iterations:		15.		Error = 0.00090508
Sample 310:		No. iterations:		7.		Error = 0.000859119
Sample 311:		No. iterations:		4.		Error = 0.000538003
Sample 312:		No. iterations:		6.		Error = 0.000694682
Sample 313:		No. iterations:		26.		Error = 0.000420857
Sample 314:		No. iterations:		9.		Error = 0.000847202
Sample 315:		No. iterations:		13.		Error = 0.000886277
Sample 316:		No. iterations:		4.		Error = 0.000496305
Sample 317:		No. iterations:		11.		Error = 0.000680734
Sample 318:		No. iterations:		9.		Error = 0.000840891
Sample 319:		No. iterations:		12.		Error = 0.00084757
Sample 320:		No. iterations:		11.		Error = 0.000874851
Sample 321:		No. iterations:		91.		Error = 0.000926412
Sample 322:		No. iterations:		13.		Error = 0.000998002
Sample 323:		No. iterations:		6.		Error = 0.000807128
Sample 324:		No. iterations:		5.		Error = 0.000306849
Sample 325:		No. iterations:		5.		Error = 0.00091017
Sample 326:		No. iterations:		1.		Error = 0.0008624
Sample 327:		No. iterations:		7.		Error = 0.000828423
Sample 328:		No. iterations:		7.		Error = 0.000987179
Sample 329:		No. iterations:		29.		Error = 0.000938414
Sample 330:		No. iterations:		22.		Error = 0.000912152
Sample 331:		No. iterations:		5.		Error = 0.000199725
Sample 332:		No. iterations:		9.		Error = 0.000981819
Sample 333:		No. iterations:		4.		Error = 0.000804575
Sample 334:		No. iterations:		16.		Error = 0.000849471
Sample 335:		No. iterations:		17.		Error = 0.000905373
Sample 336:		No. iterations:		8.		Error = 0.00083225
Sample 337:		No. iterations:		5.		Error = 0.000272985
Sample 338:		No. iterations:		5.		Error = 0.000233422
Sample 339:		No. iterations:		1.		Error = 0.000251421
Sample 340:		No. iterations:		1.		Error = 8.66952e-05
Sample 341:		No. iterations:		62.		Error = 0.000719458
Sample 342:		No. iterations:		20.		Error = 0.000945364
Sample 343:		No. iterations:		6.		Error = 0.000334198
Sample 344:		No. iterations:		8.		Error = 0.000854787
Sample 345:		No. iterations:		7.		Error = 0.000793437
Sample 346:		No. iterations:		1.		Error = 0.000102926
Sample 347:		No. iterations:		18.		Error = 0.000843878
Sample 348:		No. iterations:		6.		Error = 0.000931223
Sample 349:		No. iterations:		14.		Error = 0.000249193
Sample 350:		No. iterations:		1.		Error = 0.000368397
Sample 351:		No. iterations:		7.		Error = 0.000716783
Sample 352:		No. iterations:		4.		Error = 0.000621688
Sample 353:		No. iterations:		5.		Error = 0.000527921
Sample 354:		No. iterations:		9.		Error = 0.000906698
Sample 355:		No. iterations:		16.		Error = 0.000706938
Sample 356:		No. iterations:		11.		Error = 0.000939776
Sample 357:		No. iterations:		10.		Error = 0.000992558
Sample 358:		No. iterations:		1.		Error = 0.000199655
Sample 359:		No. iterations:		7.		Error = 0.000885726
Sample 360:		No. iterations:		7.		Error = 0.000854157
Sample 361:		No. iterations:		17.		Error = 0.000183175
Sample 362:		No. iterations:		7.		Error = 0.000800746
Sample 363:		No. iterations:		46.		Error = 0.000154654
Sample 364:		No. iterations:		44.		Error = 0.000654721
Sample 365:		No. iterations:		14.		Error = 8.78962e-05
Sample 366:		No. iterations:		8.		Error = 0.000935305
Sample 367:		No. iterations:		1.		Error = 0.000141714
Sample 368:		No. iterations:		10.		Error = 0.000971872
Sample 369:		No. iterations:		7.		Error = 0.000123623
Sample 370:		No. iterations:		5.		Error = 0.000159512
Sample 371:		No. iterations:		26.		Error = 0.000999977
Sample 372:		No. iterations:		10.		Error = 0.000878496
Sample 373:		No. iterations:		24.		Error = 0.000318686
Sample 374:		No. iterations:		1.		Error = 0.000486283
Sample 375:		No. iterations:		12.		Error = 0.000847386
Sample 376:		No. iterations:		1.		Error = 0.000354399
Sample 377:		No. iterations:		18.		Error = 0.000754357
Sample 378:		No. iterations:		11.		Error = 0.000902071
Sample 379:		No. iterations:		1.		Error = 0.000133195
Sample 380:		No. iterations:		1.		Error = 0.00049068
Sample 381:		No. iterations:		10.		Error = 0.000930108
Sample 382:		No. iterations:		6.		Error = 0.000532484
Sample 383:		No. iterations:		6.		Error = 0.000463304
Sample 384:		No. iterations:		6.		Error = 0.000901611
Sample 385:		No. iterations:		9.		Error = 0.000811056
Sample 386:		No. iterations:		1.		Error = 0.000373979
Sample 387:		No. iterations:		48.		Error = 0.000390769
Sample 388:		No. iterations:		10.		Error = 0.000981718
Sample 389:		No. iterations:		13.		Error = 0.000982813
Sample 390:		No. iterations:		15.		Error = 0.000955549
Sample 391:		No. iterations:		96.		Error = 0.000317009
Sample 392:		No. iterations:		7.		Error = 0.000792707
Sample 393:		No. iterations:		8.		Error = 0.000633567
Sample 394:		No. iterations:		23.		Error = 0.000806461
Sample 395:		No. iterations:		5.		Error = 0.000596411
Sample 396:		No. iterations:		11.		Error = 0.000989454
Sample 397:		No. iterations:		20.		Error = 0.0009231
Sample 398:		No. iterations:		5.		Error = 0.000580821
Sample 399:		No. iterations:		1.		Error = 2.02752e-05
Sample 400:		No. iterations:		14.		Error = 0.000420969
Sample 401:		No. iterations:		10.		Error = 0.000841353
Sample 402:		No. iterations:		15.		Error = 0.000890081
Sample 403:		No. iterations:		6.		Error = 0.000869247
Sample 404:		No. iterations:		6.		Error = 0.000668985
Sample 405:		No. iterations:		10.		Error = 0.000977881
Sample 406:		No. iterations:		7.		Error = 0.000103738
Sample 407:		No. iterations:		1.		Error = 4.71274e-06
Sample 408:		No. iterations:		10.		Error = 0.000872706
Sample 409:		No. iterations:		1.		Error = 2.11726e-05
Sample 410:		No. iterations:		6.		Error = 0.00093453
Sample 411:		No. iterations:		4.		Error = 0.000296973
Sample 412:		No. iterations:		9.		Error = 0.000942456
Sample 413:		No. iterations:		49.		Error = 5.50465e-05
Sample 414:		No. iterations:		1.		Error = 9.03114e-06
Sample 415:		No. iterations:		6.		Error = 0.00083312
Sample 416:		No. iterations:		7.		Error = 0.000985069
Sample 417:		No. iterations:		7.		Error = 0.000794687
Sample 418:		No. iterations:		11.		Error = 0.000759147
Sample 419:		No. iterations:		9.		Error = 0.000782993
Sample 420:		No. iterations:		135.		Error = 0.000712727
Sample 421:		No. iterations:		10.		Error = 0.000658013
Sample 422:		No. iterations:		4.		Error = 0.000496085
Sample 423:		No. iterations:		6.		Error = 0.000419048
Sample 424:		No. iterations:		12.		Error = 0.000912908
Sample 425:		No. iterations:		7.		Error = 0.000616057
Sample 426:		No. iterations:		9.		Error = 0.000949263
Sample 427:		No. iterations:		9.		Error = 0.000993607
Sample 428:		No. iterations:		8.		Error = 0.000838524
Sample 429:		No. iterations:		5.		Error = 0.000958836
Sample 430:		No. iterations:		6.		Error = 0.000905496
Sample 431:		No. iterations:		9.		Error = 0.000940011
Sample 432:		No. iterations:		1.		Error = 0.000564503
Sample 433:		No. iterations:		8.		Error = 0.000976016
Sample 434:		No. iterations:		1.		Error = 1.70889e-05
Sample 435:		No. iterations:		5.		Error = 0.000498994
Sample 436:		No. iterations:		6.		Error = 0.000747444
Sample 437:		No. iterations:		21.		Error = 0.00012839
Sample 438:		No. iterations:		10.		Error = 0.000961812
Sample 439:		No. iterations:		5.		Error = 0.000689632
Sample 440:		No. iterations:		5.		Error = 0.000759364
Sample 441:		No. iterations:		6.		Error = 0.000904451
Sample 442:		No. iterations:		16.		Error = 0.000442128
Sample 443:		No. iterations:		9.		Error = 0.000952815
Sample 444:		No. iterations:		7.		Error = 0.000716081
Sample 445:		No. iterations:		512.		Error = 0.500015
Sample 446:		No. iterations:		7.		Error = 0.000887533
Sample 447:		No. iterations:		6.		Error = 0.00092286
Sample 448:		No. iterations:		15.		Error = 0.000393156
Sample 449:		No. iterations:		13.		Error = 0.000101217
Sample 450:		No. iterations:		1.		Error = 0.000867204
Sample 451:		No. iterations:		4.		Error = 0.00065583
Sample 452:		No. iterations:		15.		Error = 0.000934041
Sample 453:		No. iterations:		35.		Error = 0.000118296
Sample 454:		No. iterations:		6.		Error = 0.00033926
Sample 455:		No. iterations:		8.		Error = 0.000707283
Sample 456:		No. iterations:		7.		Error = 0.000910016
Sample 457:		No. iterations:		7.		Error = 0.000934205
Sample 458:		No. iterations:		20.		Error = 0.000966695
Sample 459:		No. iterations:		14.		Error = 0.000916141
Sample 460:		No. iterations:		9.		Error = 0.000833786
Sample 461:		No. iterations:		11.		Error = 0.000815444
Sample 462:		No. iterations:		10.		Error = 0.000987513
Sample 463:		No. iterations:		1.		Error = 0.000738741
Sample 464:		No. iterations:		7.		Error = 0.000823891
Sample 465:		No. iterations:		11.		Error = 0.000706098
Sample 466:		No. iterations:		6.		Error = 0.000925798
Sample 467:		No. iterations:		1.		Error = 2.11929e-05
Sample 468:		No. iterations:		7.		Error = 0.000715492
Sample 469:		No. iterations:		5.		Error = 0.00070616
Sample 470:		No. iterations:		16.		Error = 0.000844261
Sample 471:		No. iterations:		5.		Error = 0.0006545
Sample 472:		No. iterations:		9.		Error = 0.000653103
Sample 473:		No. iterations:		46.		Error = 9.86529e-05
Sample 474:		No. iterations:		9.		Error = 0.000915849
Sample 475:		No. iterations:		13.		Error = 0.000859346
Sample 476:		No. iterations:		16.		Error = 0.000935133
Sample 477:		No. iterations:		8.		Error = 0.000977337
Sample 478:		No. iterations:		1.		Error = 1.86721e-05
Sample 479:		No. iterations:		30.		Error = 0.000904587
Sample 480:		No. iterations:		5.		Error = 0.000685702
Sample 481:		No. iterations:		15.		Error = 0.000995887
Sample 482:		No. iterations:		9.		Error = 0.00049671
Sample 483:		No. iterations:		16.		Error = 0.000868598
Sample 484:		No. iterations:		5.		Error = 0.000715893
Sample 485:		No. iterations:		11.		Error = 0.000843366
Sample 486:		No. iterations:		21.		Error = 0.00093113
Sample 487:		No. iterations:		10.		Error = 0.000845659
Sample 488:		No. iterations:		9.		Error = 0.000215381
Sample 489:		No. iterations:		512.		Error = 0.500003
Sample 490:		No. iterations:		5.		Error = 0.00097065
Sample 491:		No. iterations:		1.		Error = 0.000303033
Sample 492:		No. iterations:		5.		Error = 0.000135145
Sample 493:		No. iterations:		1.		Error = 0.000352883
Sample 494:		No. iterations:		1.		Error = 0.000320211
Sample 495:		No. iterations:		512.		Error = 0.500011
Sample 496:		No. iterations:		5.		Error = 0.000323472
Sample 497:		No. iterations:		6.		Error = 0.000439419
Sample 498:		No. iterations:		11.		Error = 0.000307068
Sample 499:		No. iterations:		1.		Error = 0.000643938
Sample 500:		No. iterations:		4.		Error = 0.000866649
Sample 501:		No. iterations:		13.		Error = 0.000174904
Sample 502:		No. iterations:		48.		Error = 0.000805259
Sample 503:		No. iterations:		4.		Error = 0.000457179
Sample 504:		No. iterations:		7.		Error = 0.000572779
Sample 505:		No. iterations:		6.		Error = 0.000571385
Sample 506:		No. iterations:		10.		Error = 0.000873721
Sample 507:		No. iterations:		225.		Error = 0.000368731
Sample 508:		No. iterations:		12.		Error = 0.000937131
Sample 509:		No. iterations:		11.		Error = 0.000946352
Sample 510:		No. iterations:		107.		Error = 0.000486054
Sample 511:		No. iterations:		10.		Error = 0.000996437
Sample 512:		No. iterations:		10.		Error = 0.000965329
Sample 513:		No. iterations:		9.		Error = 0.000946129
Sample 514:		No. iterations:		1.		Error = 0.000168856
Sample 515:		No. iterations:		8.		Error = 0.000879585
Sample 516:		No. iterations:		9.		Error = 0.000639136
Sample 517:		No. iterations:		4.		Error = 0.000232977
Sample 518:		No. iterations:		23.		Error = 0.00024259
